"Miles Tails Prower","Miles Prower, more commonly known by his nickname Tails, is a video game character in the Sonic the Hedgehog series released by Sega. He also appears in comic books, cartoons, as well as a feature film.
The name Miles Prower is a pun on miles per hour, a reference to the famed speed of Sonic the Hedgehog. He is an 8 year-old fox with two tails, hence the nickname. He is known to be Sonics sidekick and best friend, as well as a mechanical genius. He is able to use his two tails to propel himself into the air like a helicopter for a limited time. He debuted on October 16, 1992 with the release of the 8-bit version of Sonic the Hedgehog 2; the 16-bit version was released that November.
When he was first introduced in Sonic the Hedgehog 2, Tails fur was orange. The color was changed to yellow-orange for Sonic Adventure, and later to light yellow for Sonic Heroes. In 1993 and 1995, he starred in his own games: Tails and the Music Maker for the Pico; Tails Adventure, and Tails Skypatrol for the Game Gear. Tails is the third most popular character of the series, behind Sonic and Shadow, according to an official poll."
Mephisto,"Mephisto is a fictional character that appears in comic books published by Marvel Comics. The character first appears in Silver Surfer #3 and was created by Stan Lee and John Buscema, loosely modeled on Mephistopheles – a character from the Faust legend.
Debuting in the Silver Age of comic books, the character has appeared in over four decades of Marvel continuity. The character has also appeared in associated Marvel merchandise including animated television series, feature film, toys, trading cards and video games."
"John Constantine","John Constantine is an antihero/occult detective appearing in comic books published by DC Comics, mostly under the Vertigo imprint. The character first appeared in Swamp Thing #37, and was created by Alan Moore, Steve Bissette, and John Totleben. He serves as the protagonist of the comic book Hellblazer, first published in 1988 and scheduled to conclude in 2013, where it will be replaced with Constantine under the standard DC imprint.
The titular Hellblazer, Constantine is a working-class magician, occult detective, and con man stationed in London. He is known for his endless cynicism, deadpan snarking, ruthless cunning, and constant chain smoking. A roguish counterculture antihero, Constantine is also a passionate humanist driven by a heartfelt desire to do some good in his life. Originally a supporting character who played a pivotal role in the American Gothic Swamp Thing storyline, Constantine received his own comic in 1988. Pop artist Sting was the visual inspiration for John Constantine. A live-action film was also released in 2005 entitled Constantine, where the character is played by Keanu Reeves.
The Hellblazer series is the longest and most successful Vertigo title, and is the only remaining publication since the imprints launch. Empire Magazine ranked him third in their 50 Greatest Comic Characters of All Time, IGN ranked him #29 in their Top 100 Comic Book Heroes, while the character ranked #10 in Wizard Magazines Top 200 Comic Book Characters of All Time."
"Captain Atom","Captain Atom is a fictional character, a comic book superhero that has existed in three basic incarnations. Created by writer Joe Gill and artist/co-writer Steve Ditko, he first appeared in Space Adventures #33. Captain Atom was created for Charlton Comics but was later acquired by DC Comics and revised for DC’s post-Crisis continuity. In 2011, DC Comics relaunched its superhero comics and restarted the histories of some characters from scratch, including Captain Atom, giving him a new origin, appearance and slightly altered powers. The character of Captain Atom was the inspiration for the character Doctor Manhattan who was featured in the graphic novel series Watchmen.
Throughout the years, the character has been featured in several moderate-to-short lived eponymous series, and has been a member of several different versions of DC’s flagship superhero team Justice League. In all incarnations, the character initially worked for the military. In the Charlton Comics continuity, he was a scientist named Allen Adam and gained his abilities by accident when he was seemingly atomized and then somehow reformed his body, now existing as an atomic-powered being. In both DC Comics incarnations, he is Air Force pilot Nathaniel Adam who was used as a test subject in a scientific experiment and wound up seemingly disintegrated in the process, only to reappear later as Captain Atom, now blessed with superhuman abilities. Over the years, DC has attempted to reinvent the character a number of times. For a period, the character assumed the mantle of the supervillain Monarch, and in 2005 DC attempted to retell the Captain Atom story with an entirely new character, Breach, who was subsequently discarded. In the new continuity following DCs 2011 relaunch, Captain Atom has never been a member of the Justice League and the team views him with distrust; his character origin and abilities were also revised."
Vision,"The Vision is the name of multiple fictional characters that appear in comic books published by Marvel Comics."
"Vandal Savage","Vandal Savage is a fictional character, a supervillain published by DC Comics. He first appeared in Green Lantern vol. 1 #10, and was created by Alfred Bester and Martin Nodell.
Savage is immortal, and has plagued the earth with crime and violence since before the beginning of recorded human history. He is a brilliant tactician with immense technological prowess. He is one of DCs most persistent villains and has fought hundreds of heroes throughout history. In 2009, Vandal Savage was ranked as IGNs 36th Greatest Comic Book Villain of All Time."
Clayface,"Clayface is an alias used by several DC Comics fictional characters, most of them possessing claylike bodies and shape-shifting abilities. All of them have been enemies of Batman. In 2010, IGN named Clayface 73rd greatest villain in comic book history."
"Drax the Destroyer","Drax the Destroyer is a fictional character appearing in comic books published by Marvel Comics. Created by writer Mike Friedrich and writer/artist Jim Starlin, the character first appeared in Iron Man #55.
Arthur Douglas was a human whose family was attacked and killed by the supervillain Thanos. Needing a champion to combat Thanos, the being known as Kronos took Arthurs spirit and placed it in a powerful new body, and Drax the Destroyer was born. Draxs powers included enhanced strength and resilience, flight, and the ability to project energy blasts from his hands. The character often battled Thanos, and on occasion the superheroes Captain Marvel and Adam Warlock. He was also a member of the group known as the Infinity Watch.
In 2004, the character lost his flight and energy blasts, and a portion of his strength and resilience. This version of the character played a role in the crossover comic book events Annihilation and Annihilation: Conquest, and became a member of the relaunched Guardians of the Galaxy. He has been featured in a variety of associated Marvel merchandise, including animated television series, toys, trading cards, and video games. Dave Bautista is set to play Drax in the 2014 live-action film Guardians of the Galaxy."
Hawkgirl,"Hawkgirl is the name of several female fictional superhero characters, all owned by DC Comics and existing in that companys universe. The character is one of the first costumed female superheroes. All of them are partners, and sometimes spouses or lovers, of the various incarnations of Hawkman, and share many features with the character Hawkwoman. Hawkgirl was ranked 80th in Comics Buyers Guides 100 Sexiest Women in Comics list."
Ultron,"Ultron is a fictional character that appears in comic books published by Marvel Comics. The character initially appeared in an unnamed cameo in Avengers #54, with a first full appearance in Avengers #55. Ultron was created by writer Roy Thomas and artist John Buscema. In 2009, Ultron was ranked as IGNs 23rd Greatest Comic Book Villain of All Time."
Krillin,"Krillin, known as Kuririn in the Japanese version, is a fictional character within the Dragon Ball manga and anime series created by Akira Toriyama. As the Dragon Ball series progresses, Krillin is one of Goku and Gohans allies, He eventually marries Android #18 and has a child named Marron."
"Sam Winchester","Samuel Sam Winchester is a fictional character and one of the two protagonists of The CW Television Networks Supernatural along with his older brother Dean. He is portrayed by Jared Padalecki."
"Lana Lang","Lana Lang is a fictional supporting character in DC Comics Superman series. Created by writer Bill Finger and artist John Sikela, the character first appears in Superboy #10. Across decades of Superman comics and adaptations into other media, Lana has most consistently been depicted as Supermans teenage romantic interest growing up in Smallville; as an adult, she is a distant friend of Superman in his civilian identity as Clark Kent.
Lana is one of many Superman characters with the alliterative initials LL, the most notable other examples being Supermans principal love interest Lois Lane and archnemesis, Lex Luthor. In the Silver Age, she regularly appeared in comic books depicting the adventures of Supermans teenaged self, Superboy, and also appeared as an adult in numerous Superman titles, vying with Lois Lane for his attention. In modern revisions to DC Comics continuity, she and Clark are shown to have remained close friends since their teenage years. The precise story varies across differing revisions of Supermans origin story. For example, in Superman: Secret Origin, Lana becomes privy to Clarks unusual abilities at an early age and becomes his earliest confidant outside of his parents and the futuristic Legion of Super-Heroes."
"John Stewart","John Stewart is a fictional character, a comic book superhero published by DC Comics. He first appeared in Green Lantern vol. 2, #87, and was created by Dennis ONeil and Neal Adams."
"Red Sonja","Red Sonja, the She-Devil with a Sword, is a fictional character, a high fantasy sword and sorcery heroine created by Roy Thomas and Barry Windsor-Smith, and loosely based on Red Sonya of Rogatino in Robert E. Howards 1934 short story The Shadow of the Vulture. She first appeared in the Marvel Comics book Conan the Barbarian #23.
Red Sonja has become the archetypical example of the fantasy figure of a fierce and stunningly beautiful female barbarian who typically wears armor resembling a bikini or lingerie. She was ranked first in Comics Buyers Guides 100 Sexiest Women in Comics list."
"Roronoa Zoro","Roronoa Zoro, nicknamed Pirate Hunter Zoro, is a fictional character in the One Piece franchise created by Eiichiro Oda.
He is one of the two swordsmen of the Straw Hat Pirates, the other being Brook. In the story, Zoro is the first to join Monkey D. Luffy after he is saved from being executed at the Marine Base. As a native to East Blue, he came from the town known as Shimotsuki where he trained in a dojo. He is an expert swordsman who uses three swords for his Santōryū, but is also capable of the one and two-sword styles."
"Ben Parker","Benjamin Ben Parker, usually called Uncle Ben, is a supporting character in the Marvel Universe’s Spider-Man stories. He was created by writer Stan Lee and artist Steve Ditko. Modeled after American founding father Benjamin Franklin, this character portrays an influential role in the novel.
Parker was the uncle and surrogate father of Peter Parker, Spider-Man’s alter ego. His death at the hands of a burglar that Spider-Man declined to pursue earlier forever propelled Peter into the role of a superhero."
"White Rabbit","The White Rabbit is a fictional character in Lewis Carrolls book Alices Adventures in Wonderland. He appears at the very beginning of the book, in chapter one, wearing a waistcoat, and muttering Oh dear! Oh dear! I shall be too late! Alice follows him down the rabbit hole into Wonderland. Alice encounters him again when he mistakes her for his housemaid Mary Ann and she becomes trapped in his house after growing too large. The Rabbit shows up again in the last few chapters, as a herald-like servant of the King and Queen of Hearts."
"Rukia Kuchiki","Dark Rukia is a fictional character from the 2008 film Bleach: Fade to Black, I Call Your Name."
"Mister Sinister","Mister Sinister is a fictional character that appears in comic books published by Marvel Comics. The character first appeared in Uncanny X-Men #221 and was created by writer Chris Claremont and artist Marc Silvestri.
Debuting in the Modern Age of Comic Books, the character has appeared in a number of X-Men titles including spin-offs and several limited series. The character has also featured in associated Marvel merchandise including animated television series, toys, trading cards, and video games.
IGNs list of the Top 100 Comic Book Villains of All Time ranked Mister Sinister as #29."
"Knuckles the Echidna","Knuckles the Echidna is a video game character who appears in the Sonic the Hedgehog series released by Sega. He is one of the most significant characters in the series. as a close friend and also a rival to Sonic. He also appears in spin-off games, comics, and a feature film. His debut appearance was in Sonic the Hedgehog 3, released in 1994 to introduce a new rival for Sonic the Hedgehog. He was presented as an antagonist who was tricked by the games villain Doctor Eggman. But since then has become a main character and friend of Sonic the Hedgehog. Knuckles is a 16-year-old red anthropomorphic echidna, who is both physically powerful and highly resilient. In most Sonic games, his skills include climbing on ledges or walls and gliding in the air. He has a white crescent on his chest and four knuckles total, two on each hand, which are overgrown bones."
"Killer Croc","Killer Croc is a fictional character, a supervillain who appears in comic books published by DC Comics. He is an enemy of Batman. The character was created by writer Gerry Conway and artist Gene Colan. While there was a shadowy cameo in Detective Comics #523, his first full appearance was in Batman #357, which was also the first appearance of Jason Todd."
"Tuxedo Mask","Tuxedo Mask is a fictional character and one of the primary protagonists of the Sailor Moon metaseries. Named Mamoru Chiba, he disguises himself in order to support the series central heroines, the Sailor Senshi. Wearing a mask to conceal his identity, he interferes with enemy operations, offers the Senshi advice, and sometimes physically aids them in battle. Like the Senshi, Tuxedo Mask possesses a power item like theirs: a Sailor Crystal, which gives him guardianship over the planet Earth. He also has psychic powers, including psychometry and healing, which evolve and become important to the storyline in the manga, but which play only a minor role and remain static in the anime. Along with his primary love interest Sailor Moon, a significant player in much of the story, he has royal credentials in the past life storyline as well as in the future.
The Japanese version refers to him as Tuxedo Kamen while the dub refers to him as Tuxedo Mask when calling this character by his codename, literally translating the word Kamen, a word in Japanese which means mask or masked, into its English equivalent. Chibiusa and Usagi, in particular, also commonly refer to him with the nickname Mamo-chan. The English-language dub often shortens his name, Darien, to Dar as a nickname; however, this happens inconsistently. His traits are somewhat similar to Batman and James Bond."
"J. Jonah Jameson","John Jonah Jameson, Jr. is a supporting character of Spider-Man in the Marvel Comics Universe.
Jameson is usually the publisher or editor-in-chief of the Daily Bugle, a fictional New York newspaper and now serves as the mayor of New York City. Recognizable by his mustache, flattop haircut, and ever-present cigar, he carries out a smear campaign against Spider-Man that has, at least temporarily, turned much of the gullible city against the hero. He employs photojournalist Peter Parker, who, unbeknownst to Jameson, is Spider-Mans alter ego.
Portrayals of Jameson have varied throughout the years. Sometimes he is shown as a foolishly stubborn and pompous skinflint who micromanages his employees and resents Spider-Man out of jealousy. Other writers have portrayed him more humanly, as a humorously obnoxious yet caring boss who nevertheless has shown great bravery and integrity in the face of the assorted villains with which the Bugle comes into contact, and whose campaign against Spider-Man comes more from fear of youngsters following his example. In either case, he has remained an important part of the Spider-Man mythos.
Jameson is also the father of John Jameson, the Marvel Universe supporting character who, in addition to his job as a famous astronaut, has at turns become Man-Wolf and Star-God, and married She-Hulk."
"Captain Haddock","Captain Archibald Haddock is a fictional character in The Adventures of Tintin, the series of comic albums written and illustrated by Belgian artist Hergé. He is Tintins best friend, a seafaring Merchant Marine Captain.
Haddock is initially depicted as a weak and alcoholic character under the control of his treacherous first mate Allan, who keeps him drunk and runs his freighter. He regains his command and his dignity, even rising to president of the Society of Sober Sailors, but never gives up his love for rum and whisky, especially Loch Lomond. In the adventure Secret of the Unicorn, and then continuing in Red Rackhams Treasure, he and Tintin travel to find a pirates treasure captured by his ancestor, Sir Francis Haddock. With newfound wealth and regaining his ancestral home Marlinspike Hall, Captain Haddock becomes a socialite; riding a horse, wearing a monocle, and sitting in a theatre box seat. He then evolves to become genuinely heroic, volunteering to sacrifice his life to save Tintins own in the pivotal Tintin in Tibet. In later volumes he is clearly retired.
Throughout it all, the Captains coarse humanity and sarcasm act as a counterpoint to Tintins often implausible heroism. He is always quick with a dry comment whenever the boy reporter gets too idealistic."
"Kyle Rayner","Kyle Rayner is a fictional comic book superhero appearing in books published by DC Comics, usually in those starring the Green Lantern Corps, an extraterrestrial police force of which Rayner is a member. Created by writer Ron Marz and artist Darryl Banks, Rayner first appeared in Green Lantern vol. 3, #48, as part of the Emerald Twilight storyline, in which DC Comics replaced Green Lantern Hal Jordan with Rayner, who was the sole Green Lantern for years until the late 1990s. During this period he was also briefly known as Ion.
Following Jordan’s return to Green Lantern status in the 2004–2005 limited series Green Lantern: Rebirth, and the 2005 crossover event Infinite Crisis, Rayner returned to his alias of Ion. After the events of the Sinestro Corps War, Rayner returned to his original role as a Green Lantern officer, along with a promotion to Honor Guard Illustres of the Corps."
"Star Sapphire","Star Sapphire is the name of several supervillains in DC Comics, all connected in origin. Within DC continuity, an immortal race of warrior women were depicted as having the ancient tradition of choosing physically identical mortals from across the cosmos to serve as the host body for their queen. The woman they choose to serve this role is called Star Sapphire. She is given the queens symbolic weapon; a crystal resembling an actual star sapphire that grants the user powers similar to the power ring of a Green Lantern.
In the 2000s the term came to refer to the Star Sapphires, a fictional organization whose members in part include women previously depicted as the singular Star Sapphire in DC titles. Not clearly defined as superheroes or supervillains, the Star Sapphires first debuted as a corps in Green Lantern vol. 4 #20. They were created by writer Geoff Johns and artist Ethan Van Sciver."
"Sebastian Shaw","Sebastian Hiram Shaw is a fictional character, a supervillain who appears in comic books published by Marvel Comics. He was frequently an adversary of the X-Men.
A mutant, Shaw possesses the ability to absorb energy and transform it into raw strength. He is the leader of the New York branch of the Hellfire Club, an exclusive secret society bent on world domination, although to the public, he is a legitimate businessman and ordinary human. He once funded the mutant-hunting Sentinel program to keep it under his thumb. In 2009, Shaw was named IGNs 55th Greatest Comic Book Villain of All Time."
Creeper,"The Creeper is a fictional character, a superhero who appears in comic books published by DC Comics. Created by Steve Ditko, he first appeared in Showcase #73."
"Bart Allen","Bartholomew Henry Bart Allen II is a superhero in the DC Comics Universe. Allen first appeared as the superhero Impulse. He would later go on to become the second Kid Flash and the fourth Flash. Allens first cameo appearance was in The Flash #91, while his first full appearance was in issue #92. He starred in Impulse and The Flash: The Fastest Man Alive. Allen was a member of the superhero teams Young Justice and Teen Titans.
Born in the 30th century to Meloni Thawne and Don Allen, Bart is related to a number of superheroes and supervillains. His father, Don, is one of the Tornado Twins and his paternal grandfather is Barry Allen, the second Flash. His paternal grandmother, Iris West Allen, is also the adoptive aunt of the first Kid Flash, Wally West. Additionally, Bart is the first cousin of XS, a Legionnaire and daughter of Dawn Allen. On his mothers side, he is a descendant of supervillains Professor Zoom and Cobalt Blue as well as the half-brother of Owen Mercer, the second Captain Boomerang. In addition to these relatives, he had a supervillain clone known as Inertia. Allen was absent for nearly two years after his apparent death in The Flash: The Fastest Man Alive #13, but resurfaced again as Kid Flash in 2009s Final Crisis: Legion of 3 Worlds."
X-23,"X-23 is a fictional comic book superheroine appearing in books published by Marvel Comics, in particular those featuring the X-Men. X-23 is a female clone of Wolverine.
Cloned from a damaged copy of Wolverines genome, X-23 was created to be the perfect killing machine. For years, she proved herself a notable assassin, though a series of tragedies eventually led her to Wolverine and the X-Men, with whom she now seeks to turn her life around."
Nami,"Nami is a fictional character in the One Piece franchise created by Eiichiro Oda. She is based on Ann and Silk, two characters from Odas previous manga Romance Dawn. She is introduced as a thief and pickpocket who possesses skills to tell the climate and draw sea charts. At first, she is a subordinate of the fishman Arlong, but she is eventually freed of this service and permanently joins Monkey D. Luffy for her dream to write the complete map of the Grand Line. She is the first main character to appear in the anime series.
In the series, Nami is the straw hat Pirates navigator who dreams of drawing maps of the entire world. Despite her initial distrust of pirates, Nami eventually changes her mind after being around Luffy and the rest of the crew. Nami is depicted as an intelligent girl who has an obsession of obtaining money. She is able to use her three-sectioned staff and use her climate skills to create powerful attacks; the most prominent of these staff weapons is the Clima-Tact, in which she manipulates the climate to create weather-based attacks."
"Flash Thompson","Corporal Eugene Flash Thompson is a supporting character in Marvel Comics’s Spider-Man series. Flash is a star high school football player and classmate of Peter Parker who mercilessly bullies Peter. On the other hand, Flash greatly admires Spider-Man, an irony in which Parker takes some gratification. After graduation, Flash joins the United States Army and is haunted by his combat experiences, leading to alcoholism. Later, Flash and Peter become best friends. Flash has appeared in several other media adaptations of Spider-Man, usually in his earlier bullying incarnation."
Taskmaster,"Taskmaster is a fictional character in the Marvel Comics universe. The character is primarily a supervillain but is often portrayed as an antihero. The Taskmaster first appeared in Avengers vol.1 #195 and was created by David Michelinie and George Pérez. Introduced as an enemy of the Avengers, the Taskmaster went on to feature in numerous Marvel titles, most notably as an enemy/ally of Deadpool.
The Taskmaster is often hired as a training instructor by various criminal organizations, as well as S.H.I.E.L.D. and the U.S. government. In Taskmaster vol.2 #3, the character was revealed to be a S.H.I.E.L.D. sleeper agent planted by Nick Fury to gather intelligence in the criminal underworld."
Dazzler,"Dazzler is a Marvel Comics superheroine, usually associated with the X-Men. She first appeared in Uncanny X-Men #130.
A mutant with the ability to convert sound vibrations into light and energy beams, Dazzler was originally developed as a cross-promotional, multi-media creation between Casablanca Records and Marvel Comics until the tie-ins were dropped in 1980. The character was created by a committee of Marvel staff, principally writer/editor Tom DeFalco and illustrator John Romita, Jr.
Despite the fact that Dazzler was originally commissioned as a disco singer, the character shifted to other musical genres, including rock and adult contemporary. She starred in a self-titled solo series in the early 1980s which lasted forty-two issues, a Marvel Graphic Novel titled Dazzler: The Movie, a four-issue limited series co-starring The Beast titled Beauty and the Beast, and later joined the cast of the X-Men. She was briefly a member of the spin-off group Excalibur but has since re-joined the X-Men. Dazzler was ranked 83rd in Comics Buyers Guides 100 Sexiest Women in Comics list."
